GameID,qtr,down,SideofField,yrdln,yrdline100,posteam,DefensiveTeam,desc,Yards.Gained,Touchdown,PlayType,Passer,PassAttempt,PassOutcome,PassLength,Rusher,RushAttempt,Receiver,Reception,Pos_RB_Rush,Pos_RB_Rec,Pos_WR_Rec,Pos_TE_Rec,Pos_QB_Rush,Pos_WR_Rush,NewPos
2015100406,3,2.0,TB,19.0,19.0,CAR,TB,(8:21) (Shotgun) C.Newton right guard to TB 12 for 7 yards (G.McCoy).,7,0,Run,,0,,,C.Newton,1,,0,,,,,QB,,QB
2015100406,3,3.0,TB,12.0,12.0,CAR,TB,"(7:33) (Shotgun) C.Newton pass short right to T.Ginn for 12 yards, TOUCHDOWN.",12,1,Pass,C.Newton,1,Complete,Short,,0,T.Ginn,1,,,WR,,,,WR
2015100406,3,1.0,CAR,11.0,11.0,TB,CAR,(3:37) D.Martin left tackle to CAR 10 for 1 yard (K.Coleman).,1,0,Run,,0,,,D.Martin,1,,0,RB,,,,,,RB
2015100406,3,2.0,CAR,10.0,10.0,TB,CAR,"(2:57) (Shotgun) J.Winston pass short left to C.Sims for 10 yards, TOUCHDOWN.",10,1,Pass,J.Winston,1,Complete,Short,,0,C.Sims,1,,RB,,,,,RB
2015100406,3,2.0,TB,18.0,18.0,CAR,TB,(:52) M.Tolbert left guard to TB 12 for 6 yards (B.McDougald).,6,0,Run,,0,,,M.Tolbert,1,,0,RB,,,,,,RB
2015100406,3,1.0,TB,12.0,12.0,CAR,TB,"(:15) C.Artis-Payne right tackle to TB 8 for 4 yards (K.Tandy, J.Smith).",4,0,Run,,0,,,C.Artis,1,,0,RB,,,,,,RB
2015100406,4,2.0,TB,8.0,8.0,CAR,TB,(15:00) (Shotgun) C.Newton pass short right to C.Brown to TB 5 for 3 yards (L.David).,3,0,Pass,C.Newton,1,Complete,Short,,0,C.Brown,1,,,WR,,,,WR
2015100406,4,1.0,TB,12.0,12.0,CAR,TB,(5:15) (Shotgun) C.Artis-Payne left tackle to TB 12 for no gain (W.Gholston).,0,0,Run,,0,,,C.Artis,1,,0,RB,,,,,,RB
2015100406,4,2.0,TB,12.0,12.0,CAR,TB,"(4:30) C.Artis-Payne right tackle to TB 9 for 3 yards (B.Carter, C.Conte).",3,0,Run,,0,,,C.Artis,1,,0,RB,,,,,,RB
2015100406,4,3.0,TB,9.0,9.0,CAR,TB,(4:22) (Shotgun) C.Newton pass incomplete short left to D.Funchess (M.Jenkins).,0,0,Pass,C.Newton,1,Incomplete Pass,Short,,0,D.Funchess,0,,,WR,,,,WR
